,dataset_index
4928,2384
4929,5362
4930,4661
4931,3395
4932,6416
4933,5336
4934,5520
4935,7452
4936,3044
4937,3764
4938,2991
4939,4665
4940,7940
4941,2088
4942,4994
4943,1655
4944,3235
4945,143
4946,7489
4947,4134
4948,1105
4949,7831
4950,3155
4951,6622
4952,781
4953,7513
4954,4367
4955,7734
4956,4677
4957,3188
4958,7008
4959,2712
4960,2600
4961,886
4962,3926
4963,8097
4964,3596
4965,7266
4966,1265
4967,3540
4968,8152
4969,1135
4970,5259
4971,3047
4972,2826
4973,2365
4974,3383
4975,6695
4976,893
4977,5665
4978,977
4979,2450
4980,402
4981,2229
4982,2764
4983,3584
4984,1910
4985,7317
4986,2402
4987,1505
4988,1913
4989,429
4990,5560
4991,7096
4992,7380
4993,6764
4994,3872
4995,4391
4996,3130
4997,939
4998,1685
4999,4346
5000,3652
5001,6901
5002,7226
5003,2733
5004,7372
5005,3871
5006,336
5007,705
5008,5184
5009,7664
5010,5825
5011,1394
5012,4542
5013,1839
5014,3105
5015,3563
5016,1702
5017,5978
5018,7011
5019,733
5020,117
5021,628
5022,2469
5023,4701
5024,6025
5025,5481
5026,1981
5027,1663
5028,4836
5029,2925
5030,1047
5031,6866
5032,2437
5033,5736
5034,2551
5035,3189
5036,3199
5037,5763
5038,5652
5039,7522
5040,6510
5041,6483
5042,2755
5043,3586
5044,2570
5045,6415
5046,7824
5047,2174
5048,1200
5049,6685
5050,2842
5051,4682
5052,3374
5053,2669
5054,4304
5055,7545
5056,5394
5057,6052
5058,5871
5059,2943
5060,6335
5061,6914
5062,2848
5063,1625
5064,5745
5065,3569
5066,3086
5067,4340
5068,6849
5069,5596
5070,1994
5071,4000
5072,4747
5073,2834
5074,1867
5075,788
5076,2799
5077,6839
5078,7562
5079,3350
5080,49
5081,6114
5082,6681
5083,2331
5084,4483
5085,5832
5086,6121
5087,2879
5088,7364
5089,2247
5090,259
5091,7632
5092,1316
5093,5260
5094,5958
5095,2901
5096,1277
5097,7642
5098,6096
5099,113
5100,2486
5101,5679
5102,3574
5103,6628
5104,3557
5105,6704
5106,4767
5107,4692
5108,7105
5109,6892
5110,5773
5111,3347
5112,3689
5113,2281
5114,229
5115,3543
5116,372
5117,1389
5118,5446
5119,2896
5120,3946
5121,6309
5122,3220
5123,6693
5124,7570
5125,7182
5126,4093
5127,3439
5128,7067
5129,1952
5130,7013
5131,7767
5132,2360
5133,2334
5134,3202
5135,2243
5136,367
5137,3566
5138,5946
5139,3229
5140,515
5141,1369
5142,619
5143,417
5144,4680
5145,3346
5146,3940
5147,755
5148,7902
5149,4534
5150,7631
5151,4576
5152,3628
5153,4309
5154,7727
5155,7926
5156,7693
5157,2473
5158,1115
5159,925
5160,2586
5161,6388
5162,5443
5163,1133
5164,3770
5165,5748
5166,5255
5167,4384
5168,3485
5169,7993
5170,6569
5171,6405
5172,1061
5173,6033
5174,6984
5175,7116
5176,218
5177,4569
5178,6207
5179,6941
5180,2214
5181,5470
5182,6997
5183,957
5184,4416
5185,279
5186,2686
5187,4179
5188,2428
5189,410
5190,7245
5191,6146
5192,6668
5193,6211
5194,4744
5195,5870
5196,5627
5197,5345
5198,1324
5199,793
5200,7669
5201,2191
5202,556
5203,8046
5204,7382
5205,7347
5206,4797
5207,8018
5208,745
5209,4207
5210,4543
5211,4877
5212,5055
5213,3399
5214,4908
5215,396
5216,4788
5217,2616
5218,7368
5219,4707
5220,6269
5221,2463
5222,503
5223,5249
5224,7052
5225,6186
5226,651
5227,7820
5228,7321
5229,6130
5230,4150
5231,6445
5232,6601
5233,3132
5234,2777
5235,368
5236,1241
5237,1331
5238,1342
5239,3402
5240,5173
5241,7195
5242,1052
5243,157
5244,1171
5245,887
5246,3203
5247,5574
5248,475
5249,7113
5250,8103
5251,3152
5252,6124
5253,4920
5254,4773
5255,3637
5256,3094
5257,6080
5258,1071
5259,5933
5260,5704
5261,7185
5262,2582
5263,4085
5264,1906
5265,1590
5266,5916
5267,5866
5268,6463
5269,1313
5270,5071
5271,4485
5272,5391
5273,3234
5274,2855
5275,1036
5276,2730
5277,8128
5278,3106
5279,5490
5280,4123
5281,2774
5282,7901
5283,1024
5284,4139
5285,1005
5286,5319
5287,1984
5288,11
5289,3873
5290,4624
5291,7848
5292,1543
5293,5510
5294,1398
5295,7653
5296,2985
5297,1506
5298,5208
5299,3074
5300,7847
5301,7459
5302,8181
5303,7607
5304,35
5305,216
5306,7098
5307,5828
5308,931
5309,7946
5310,3939
5311,6491
5312,7917
5313,6152
5314,1770
5315,6826
5316,1383
5317,5684
5318,4639
5319,7552
5320,5261
5321,7818
5322,305
5323,8003
5324,4781
5325,5613
5326,7647
5327,3021
5328,2698
5329,3490
5330,5210
5331,4666
5332,3428
5333,4092
5334,3937
5335,6678
5336,4215
5337,7091
5338,2087
5339,3631
5340,4901
5341,1146
5342,1871
5343,1888
5344,7736
5345,964
5346,1851
5347,1185
5348,3069
5349,1791
5350,7809
5351,2396
5352,5804
5353,4801
5354,5533
5355,5125
5356,7043
5357,6708
5358,243
5359,4652
5360,4290
5361,5644
5362,3282
5363,1103
5364,6629
5365,5805
5366,4229
5367,5168
5368,7129
5369,5288
5370,2502
5371,2064
5372,3668
5373,1533
5374,2911
5375,3281
5376,3950
5377,7589
5378,3165
5379,1681
5380,3938
5381,8137
5382,7553
5383,3854
5384,6113
5385,5561
5386,5951
5387,3650
5388,6980
5389,3728
5390,1334
5391,568
5392,7997
5393,7575
5394,2248
5395,2884
5396,8155
5397,391
5398,5898
5399,524
5400,4441
5401,1988
5402,647
5403,7984
5404,4395
5405,4258
5406,248
5407,5329
5408,4710
5409,5398
5410,7987
5411,5547
5412,4995
5413,813
5414,4596
5415,4262
5416,4927
5417,2033
5418,5803
5419,7284
5420,6836
5421,5486
5422,2533
5423,1392
5424,5602
5425,351
5426,2506
5427,7073
5428,6374
5429,1438
5430,1847
5431,4867
5432,3153
5433,5837
5434,6852
5435,1926
5436,483
5437,3018
5438,7239
5439,7981
5440,7943
5441,8055
5442,4659
5443,5517
5444,2034
5445,2009
5446,7944
5447,8143
5448,4674
5449,4316
5450,1179
5451,4007
5452,4321
5453,440
5454,412
5455,4044
5456,5891
5457,147
5458,7549
5459,6645
5460,2891
5461,3487
5462,7030
5463,4634
5464,806
5465,2158
5466,4497
5467,31
5468,2415
5469,6068
5470,4934
5471,3313
5472,7827
5473,3782
5474,7817
5475,819
5476,6254
5477,6393
5478,5668
5479,4766
5480,2271
5481,7615
5482,6674
5483,1282
5484,3410
5485,446
5486,1106
5487,2780
5488,1626
5489,2080
5490,7369
5491,308
5492,5944
5493,2053
5494,7381
5495,5369
5496,5552
5497,7320
5498,1821
5499,5576
5500,7235
5501,8077
5502,6472
5503,6365
5504,7286
5505,7449
5506,6330
5507,3054
5508,5875
5509,382
5510,2822
5511,7719
5512,4186
5513,824
5514,4488
5515,4670
5516,531
5517,3660
5518,5077
5519,2436
5520,469
5521,376
5522,2844
5523,8074
5524,4369
5525,3836
5526,600
5527,2039
5528,5356
5529,3228
5530,6061
5531,2857
5532,1111
5533,8079
5534,3319
5535,2986
5536,4963
5537,2138
5538,386
5539,1191
5540,721
5541,6060
5542,4390
5543,5440
5544,5153
5545,3050
5546,4834
5547,3849
5548,424
5549,4415
5550,466
5551,3278
5552,2098
5553,706
5554,3564
5555,6716
5556,6626
5557,7739
5558,6841
5559,7066
5560,326
5561,160
5562,4616
5563,5991
5564,1401
5565,7747
5566,767
5567,1223
5568,8041
5569,6868
5570,7023
5571,809
5572,7893
5573,2420
5574,3610
5575,4514
5576,612
5577,3194
5578,7683
5579,2279
5580,214
5581,3320
5582,1170
5583,7874
5584,5194
5585,2047
5586,6729
5587,7681
5588,2759
5589,8062
5590,2930
5591,2212
5592,5972
5593,8058
5594,4037
5595,5257
5596,403
5597,5647
5598,6319
5599,4878
5600,5720
5601,306
5602,8007
5603,4436
5604,3342
5605,4376
5606,7232
5607,810
5608,1328
5609,7278
5610,6713
5611,7
5612,2445
5613,7879
5614,5501
5615,29
5616,5834
5617,3266
5618,5854
5619,5271
5620,3363
5621,3353
5622,6116
5623,7274
5624,5116
5625,8141
5626,1278
5627,5235
5628,7927
5629,6505
5630,1878
5631,2753
5632,3259
5633,6190
5634,1643
5635,2303
5636,6774
5637,1750
5638,6781
5639,2573
5640,7472
5641,3416
5642,7168
5643,3396
5644,6065
5645,265
5646,1714
5647,233
5648,3856
5649,438
5650,299
5651,7982
5652,6503
5653,7750
5654,6468
5655,7836
5656,2475
5657,8172
5658,1832
5659,7860
5660,2110
5661,4028
5662,3364
5663,2306
5664,1773
5665,4698
5666,3497
5667,2556
5668,5917
5669,5615
5670,4976
5671,1692
5672,4409
5673,3567
5674,8067
5675,2342
5676,2549
5677,1673
5678,1445
5679,5809
5680,4507
5681,6537
5682,3545
5683,4110
5684,2794
5685,6005
5686,1388
5687,3615
5688,1212
5689,1218
5690,6514
5691,4331
5692,3827
5693,6331
5694,4617
5695,2219
5696,6800
5697,884
5698,1026
5699,2323
5700,4235
5701,8087
5702,4248
5703,4306
5704,3022
5705,2382
5706,5316
5707,1753
5708,4909
5709,7873
5710,7685
5711,6298
5712,5479
5713,3683
5714,5812
5715,6232
5716,6897
5717,5502
5718,4672
5719,926
5720,3384
5721,652
5722,2302
5723,4553
5724,934
5725,5361
5726,6473
5727,5134
5728,6804
5729,3372
5730,3758
